id,text,title,urls
18,"[""Who is your favorite teacher?"", ""I like Mr. Tom the most, he is my English teacher."", ""Is he a foreign teacher?"", ""Yes, he\u2019s from the US."", ""What do you like about his lessons?"", ""I have fallen in love with his American accent and he always shows us something new about the world outside of textbooks."", ""What\u2019s he like?"", ""He\u2019s not only knowledgeable but also very friendly. He always treats us like friends, not students."", ""What does he usually wear when coming to class?"", ""He usually wears a gray suit when he comes to class."", ""Do you love his subject?"", ""Yes, I enjoy English a lot."", ""Do students in your class like him?"", ""Yes, all of us admire him."", ""Do you want to be a teacher like him?"", ""No, although I like him, my dream is not to become a teacher. I would like to be a chef."", ""Have you ever been punished by him?"", ""No, he rarely punishes anyone."", ""Do you want to see him again?"", ""Of course, he\u2019s a great mentor.""]",A teacher,https://basicenglishspeaking.com/a-teacher/
8,"[""How many rooms are there in your house?"", ""There are 6 rooms: a living room, 2 bedrooms, a bathroom and a kitchen."", ""Which floor is your bedroom on?"", ""My bedroom is\u00a0on\u00a0the first floor of a three-storey house."", ""Is it big or small?"", ""It\u2019s not very spacious, just enough to put necessary furniture in."", ""What color is your bedroom painted?"", ""It\u2019s painted pink, my favorite color."", ""Do you love your room? Why?"", ""I love it very much because it is my private space whenever I go home."", ""What furniture does your bedroom contain?"", ""It contains a bed, a\u00a0desk, and a clothing closet."", ""What do you do in it?"", ""Well, I spend most of my free time there reading books and sleeping."", ""How much time do you spend in your room?"", ""About 10 hours a day, especially in the evening."", ""Do you share your room with anyone else?"", ""No, everyone in my family has their own room, so I stay there alone.""]",Favorite rooms,https://basicenglishspeaking.com/favorite-rooms/
75,"[""What success did you achieve?"", ""I don\u2019t know if it matters to someone or not, but passing the entrance exam to university was a huge success for me."", ""When did you get that success?"", ""I got it 6 years ago. It\u2019s been 2 years since I left university."", ""Was there anyone who supported you?"", ""My family supported me a lot. My mom prepared good meals for me while my dad helped me with hard math problems."", ""Was it hard to get that success?"", ""It was hard for me since I wasn\u2019t good at academic subjects at all."", ""What were some difficulties in achieving success?"", ""The period before the exam was quite stressful. I was so obsessed with it that I had a serious headache."", ""How did you get it?"", ""I stuck to books day and night. I just stopped reading and writing when I felt I knew thoroughly about the matters."", ""How did you feel when you were successful?"", ""I was over the moon then. I was looking forward to campus life."", ""How did your life change after that success?"", ""I had a chance to learn my favorite major at my desired\u00a0university and then got a high-paying job in an active working environment."", ""What is your key to success?"", ""I don\u2019t particularly have any key to success. Just work hard and try your best, everything good will come to you.""]",Success,https://basicenglishspeaking.com/success/
72,"[""What is a famous landmark in your hometown?"", ""Well, I can\u2019t hide my proud to talk about the Statue of Liberty."", ""When was it built?"", ""I read on newspapers that It was constructed in 1886."", ""Where is it?"", ""It\u2019s located on Liberty island in New York Harbor."", ""How does it look like?"", ""That\u2019s a woman, known as the Roman goddess, bearing a torch and a broken chain lies at her feet."", ""What was it made of?"", ""The main material was copper."", ""Who was the architect?"", ""Mr.Gustave Eiffel, who also designed the tower of Eiffel."", ""What is special about it?"", ""Actually, it was gifted to my country, the\u00a0USA from the people of France."", ""Does it symbolize something?"", ""The statue is a symbol of freedom. We all love it and are so proud to share with international friends about it."", ""Does it attract many tourists to come?"", ""Yup. It attracts 4 million visitors each year according to the statistic.""]",A Landmark,https://basicenglishspeaking.com/a-landmark/
71,"[""Are you a tech and gadget lover?"", ""Yes, I am. I love shopping for new gadgets."", ""What is an important technological advancement you know?"", ""That\u2019s the emergence of online payment systems like Credit Cards or Paypal thanks to the development of the Internet, I think."", ""What do you use it for?"", ""I use these services to do shopping online. Now I can book flight tickets in advance without the need to go to the agency."", ""How long have you been using it?"", ""I\u2019ve been using these services for around 3 years."", ""Does it make your life easier?"", ""Sure. It\u2019s fast, simple and convenient."", ""How did it change your life?"", ""Well, I can enjoy my life more. I can do a plenty of things online like shopping, transferring money, booking tickets, and so on."", ""How often do you use it?"", ""At least once a week."", ""What are other technological advancements you know?"", ""There are many: electricity, smartphone, the internet, robot, and so on.""]",Technological advancements,https://basicenglishspeaking.com/technological-advancements/
73,"[""Do you love handcraft items?"", ""Yeah. My accessories are all hand-made."", ""What handcraft item do you like?"", ""Well, I\u2019ve got many items, but I really fall in love with my bamboo handbag."", ""Where did you buy it?"", ""I bought it in a trip to the countryside. People make\u00a0handcrafts\u00a0from bamboo there."", ""Why do you like it?"", ""Because it\u2019s unique. I travel quite a lot, but can hardly find a similar one."", ""What is it made of?"", ""It\u2019s made of 100% bamboo."", ""What does it look like?"", ""Being made of traditional material, it looks trendy, though. My handcraft bag has A4 paper size, which is large enough to carry a bunch of stuff: makeup things, a\u00a0wallet, and tissues."", ""How is it made?"", ""Luckily, I had a chance to see how it is made. People spent the whole day knitting hundreds of small bamboo fibers together to make one bag."", ""Is it easy to make?"", ""Nope. I\u2019m not really skillful and patient, so handcrafts seem super hard for me."", ""What is special about it?"", ""The material itself is what makes it special. It\u2019s eco-friendly as well."", ""Does it remind you of something?"", ""Yup. It reminds me of the peaceful and quiet atmosphere of the countryside where I visited.""]",Handcraft Items,https://basicenglishspeaking.com/handcraft-items/
6,"[""Have you ever been in any traffic accident?"", ""Yes, three years ago."", ""What happened?"", ""I was hit by a car while crossing the road."", ""How did you feel then?"", ""I felt really terrible because of my injuries."", ""Who was involved in the accident?"", ""The car driver, his family (inside the car), and me."", ""Did the insurance company pay for repair service?"", ""I was walking so I did not require any car repair services."", ""Did you need a lawyer?"", ""I hurt my lower back just a little, so I didn\u2019t call a lawyer."", ""Did you report the issue to the police?"", ""No, we didn\u2019t want to get the police involved."", ""Were you sent to the hospital after the accident?"", ""No, the injury wasn\u2019t really serious."", ""Do you have a driving license?"", ""Yes, I do. I always keep it in my purse."", ""Why should people obey traffic regulations?"", ""To protect themselves and others. The best ways are to wear a helmet, wait for traffic lights and stay in the appropriate vehicle/pedestrian lanes.""]",Accident,https://basicenglishspeaking.com/accident/
5,"[""What type of websites do you often search for?"", ""It varies depending on my goal. I prefer entertainment and education websites such as facebook.com, wikipedia.org and VOA Special English."", ""How long have you been using them?"", ""I have been using these websites since I was a freshman at university."", ""What do you visit those websites for?"", ""I use them to study online\u00a0or relax after working."", ""What\u2019s your favorite website?"", ""I think it\u2019s probably youtube.com."", ""Can you read websites in English?"", ""Yes, I can. Most useful websites are written in English."", ""What\u2019s the most popular website in your country?"", ""I\u2019m not quite sure, but I guess it would be facebook.com."", ""Do you think the youth should use websites as a reliable source of knowledge?"", ""Not always, they should choose their sources carefully.""]",Website,https://basicenglishspeaking.com/website/
74,"[""Is plastic surgery popular in your country?"", ""Not really. People in my country are not so interested in plastic surgery."", ""What do you think about people having plastic surgery?"", ""It\u2019s hard to say. As long as they find happiness in what they\u2019re doing, it\u2019s fine with me."", ""Why do you think people do it?"", ""They want to gain a better look, I believe. That\u2019s understandable."", ""Is plastic surgery bad?"", ""It\u2019s bad for health in the long run."", ""Does it do harm to your health?"", ""Sure, there are several unhealthy substances in the medical treatments which may be harmful to your body."", ""Do you think changing your look is a good thing?"", ""Yes, I can\u2019t deny that changing for a better appearance is what people should do. But don\u2019t abuse plastic surgery or you will face serious health problems later on."", ""Do you think the development of plastic surgery is a positive or negative trend?"", ""It\u2019s more a positive trend, I guess. Thanks to plastic surgery, people who think they don\u2019t look good can now make themselves more attractive."", ""Do you care more about your outlook or inner soul?"", ""As for me, the inner soul does matter more although outside appearance is important, too."", ""What is a part of your face that you wish to change?"", ""Although I have some imperfect parts, I have no wish to change anything. I love the natural appearance my parents gave me.""]",Plastic Surgery,https://basicenglishspeaking.com/plastic-surgery/
70,"[""What health problem did you have?"", ""I had measles when I was 18."", ""How did you have that health problem?"", ""I thought I catch measles from someone when they cough or sneeze."", ""Was that serious?"", ""Not really, but it was unpleasant. I recovered after 10 days staying at home."", ""What were some symptoms of that health problem?"", ""I had a cold and fever with a cough, a runny nose. The small grayish-white spots appeared on my body, too."", ""Did you take any medical treatment?"", ""No, I didn\u2019t. The situation wasn\u2019t serious enough to be sent to the hospital then."", ""How could you recover from it?"", ""Well, let me see, I drank a lot of water, avoided the direct light, and I had to stay off school for 10 days."", ""What difficulties did you face because of that problem?"", ""I couldn\u2019t go out for a few days, which was boring. I\u2019m not allowed to play outside and I felt so bad about it."", ""What do people do to prevent that health problem?"", ""By having measles vaccine."", ""Is that health problem common in your country?"", ""Not really, due to the effectiveness of vaccination.""]",A Health Problem,https://basicenglishspeaking.com/a-health-problem/
69,"[""Who is a famous celebrity that you admire?"", ""Well, I\u2019m a big fan of Miley Ray Cyrus, an American singer,\u00a0songwriter, and actress."", ""Why do you admire her?"", ""Well, she\u2019s at my age, but what she\u2019s achieved is acknowledged worldwide."", ""What is special about her?"", ""I just fall in love with her beautiful voice. I can\u2019t stop listening to her songs again and again. My favorite songs of hers are Jolene and Wrecking Ball."", ""Is she well-known worldwide?"", ""Yes, she is. She\u2019s a teen idol."", ""Do you see her on TV or in reality?"", ""Most of the time I see her on TV."", ""Do your friends love her, too?"", ""Yes, they do. We usually enjoy her songs, movies together."", ""Do you want to be like her?"", ""Yes, being a well-known singer is my dream.""]",A celebrity,https://basicenglishspeaking.com/a-celebrity/
66,"[""Do you usually talk on the phone?"", ""Yes, I do. It\u2019s a good way to keep in touch."", ""What was your favorite phone conversation?"", ""It was when I talked to my interviewer. He did give me the good news that I got the job."", ""When did you have the conversation?"", ""I don\u2019t remember exactly, but It\u2019s been 2 years so far, I guess."", ""Who did you talk to?"", ""I talked to the owner of the restaurant where I\u2019m working as a cashier."", ""What did you talk about?"", ""He offered me the position and congratulated me."", ""Why did you find the conversation interesting?"", ""Actually, it was more exciting than interesting. I was waiting for it for so long, and\u00a0finally, he did make it come true."", ""Do you prefer talking directly or talking on the phone?"", ""Personally, talking directly is much better to me since it\u2019s more lively and authentic."", ""Who do you usually talk to on the phone?"", ""I talk to my mom almost every day. I will be missing the conversation every evening with mom if one day she stops calling me."", ""What are the differences between talking directly and phoning?"", ""Well, talking directly seems more exciting since you can see facial expression, eye contact while talking on the phone, you can only listen to the voice.""]",Phone conversation,https://basicenglishspeaking.com/phone-conversation/
68,"[""Who is the creative person that you admire?"", ""Well, I really admire Mr.Tom, who is an extremely creative Math teacher."", ""Why do you admire him?"", ""For me, Math is quite boring because I have to work with long numbers. I used to hate Math so much before I had lessons with Mr.Tom. He has thousands of ways to teach that boring subject, which inspires me a lot."", ""How did he become so creative?"", ""I\u2019m not quite sure, but I think that\u2019s his inborn talent."", ""Do people you know admire him, too?"", ""Of course. All my classmates just love and respect him for his creative teaching."", ""What is he like?"", ""He has a good sense of humor. He always tells jokes, and we just can\u2019t help laughing."", ""Do you think creativity can be learned and practiced?"", ""Yes, I definitely do. Creativity, like any other qualities, can be trained."", ""How is creativity important in study or work?"", ""It generates energy and makes things more inspiring. Without creativity, work and study are just dull and tiring.""]",A Creative Person,https://basicenglishspeaking.com/a-creative-person/
67,"[""Do you like learning languages?"", ""Yes, I do. I love traveling and talking to the local people in their mother tongue."", ""What is your mother language?"", ""I speak English."", ""What second language are you learning?"", ""I\u2019m learning Spanish. I fell in love with Spanish when I traveled to Spain last year."", ""Is that language popular in your country?"", ""Yes. People in my country come from every corner of the world and Spanish is the second popular language spoken here according to the statistic."", ""How often do you use that language?"", ""Quite a lot. I see Spanish people every day in the restaurant, bank or supermarket."", ""How long have you been learning that language?"", ""I\u2019ve been learning it for 5 years. I\u2019m in advanced class now."", ""Why do you choose to learn that language?"", ""I\u2019m interested in Spanish culture, and I\u2019d like to use language as a tool to discover Spanish cultural values."", ""Who is your teacher?"", ""An old Spanish teacher. She can also speak English fluently."", ""Why do people learn a second language?"", ""There are many purposes. Some learn to do business, some learn to travel, some just learn for fun.""]",Learning A Second language,https://basicenglishspeaking.com/learning-second-language/
65,"[""What indoor game do you like to play?"", ""Uhm, I\u2019m fond of playing bowling."", ""When did you start playing it?"", ""I\u2019ve just started bowling. It\u2019s been 3 weeks so far."", ""Who do you play it with?"", ""Most of the time I play with my friends when we hang out together. Sometimes, I also go bowling with my cousins."", ""Where do you play?"", ""At a nearby shopping mall. There is an entertainment area where people can play various games."", ""Is it easy to play?"", ""Yes, quite easy. The bowler has to knock down as many pins as possible, ideally all of them."", ""Are you usually the winner?"", ""Nope, because I\u2019m just a beginner. My friends are much more experienced in playing it."", ""Why do you like it?"", ""Well, going bowling is quite enjoyable. I love it when my friends cheer me up."", ""Is it popular in your country?"", ""Yes, people playing almost everywhere. There are nearly 3,000 bowling centers in my country."", ""What are other indoor games in your country?"", ""There are many such as board game, table tennis, squash, boxing and so on.""]",Indoor Game,https://basicenglishspeaking.com/indoor-game/
61,"[""What\u2019s your favorite work of art?"", ""There\u2019s a special photograph named \u2018The Napalm Girl\u2019."", ""When did you see it?"", ""I accidentally saw it 5 years ago, when I traveled to Vietnam."", ""Where did you see it?"", ""In Museum of Vietnamese History. The photo was solemnly hung in an eye-catching position in the room."", ""Why do you like it?"", ""The photo captured a naked 9 \u2013year-old girl, running away from the napalm attack, which is really touching."", ""What\u2019s special about it?"", ""Thanks to the photo, the photographer was awarded the Pulitzer prize for Spot News Photography."", ""Do your friends like it, too?"", ""Yes, they do. The photo did touch their souls, too."", ""Do you want to be an artist?"", ""Nope, although I\u2019m quite interested in art."", ""What qualities does a person need to be an artist?"", ""An artist needs to be creative and sensitive to things around him, I think."", ""How do children develop their talent for art?"", ""Children\u2019s talent for art should be recognized and nurtured as early as possible so that they can reach their full potential.""]",Art,https://basicenglishspeaking.com/art/
62,"[""Are you a big fan of fashion?"", ""Yes, I am. I believe every girl is crazy about fashion."", ""What style do you choose to wear?"", ""Well, my favorite piece of clothes is a dress. Depending on the situation, I choose a formal or informal dress to wear."", ""Do you enjoy shopping for clothes?"", ""Yes, I\u2019m a shopaholic, actually."", ""Is there any fashion icon who you want to wear the same?"", ""Yes, I really admire Taylor\u00a0Swift and wish to wear like her."", ""Do you create your own fashion style?"", ""No, I\u2019m not a fashionista, so most of the time I just follow the fashion trend."", ""Do you prefer vintage or modern style? Why?"", ""Honestly, I love vintage style. Wearing classic clothes makes me feel like I\u2019m special."", ""Have you ever attended in any fashion show?"", ""Not in real life. I just watch them on TV."", ""What do people think about your fashion style?"", ""I don\u2019t know exactly, and I don\u2019t care much about it. I just wear what makes me comfortable and confident."", ""Are you going to change your fashion style in the future?"", ""Well, I can\u2019t tell. Maybe fashion is changeable, and I am, too."", ""Is fashion important to people?"", ""Yes, in my opinion. Fashion can partly reveal who you are.""]",Fashion,https://basicenglishspeaking.com/fashion/
63,"[""What\u2019s your favorite item of jewelry?"", ""Well, I have quite a lot of ornaments, but my favorite one is a necklace."", ""When did you buy it?"", ""Uhm\u2026I don\u2019t remember exactly when, but I guess I bought it years ago."", ""What\u2019s it made of?"", ""It\u2019s made of silver."", ""How does it look?"", ""It looks gorgeous with a ruby clover \u2013shaped pendant."", ""Why do you like it?"", ""I believe it can bring me good luck in everything I do."", ""What\u2019s special about it?"", ""I love the vintage style of my necklace. It really goes with my classic dresses."", ""Does it remind you of something?"", ""Yes, I spent my first month\u2019s salary buying it, so the necklace encourages me to work hard and earn more money every day."", ""How much does it cost?"", ""Around $400 if I\u2019m not mistaken."", ""Do you usually wear it?"", ""Yes, I just wear it all the time. I\u2019ll be missing it if I don\u2019t see it.""]",Jewelry,https://basicenglishspeaking.com/jewelry/
64,"[""What\u2019s your favorite cosmetic item?"", ""My favorite cosmetic item is a cherry red lipstick."", ""When did you buy it?"", ""I bought it in a local cosmetic shop."", ""How often do you use it?"", ""Almost every day. I sometimes change the color."", ""How did it change your physical appearance?"", ""Oh. At first, I was hesitant to try because I thought it wouldn\u2019t match my skin undertone, but when putting it on, the cherry red color did make me more charming and gorgeous."", ""Is it expensive?"", ""Nope. It is under $21only."", ""Is the brand name famous?"", ""Yes, I think. M.A.C is well-known all around the world. M.A.C lipstick is an iconic product of the producer."", ""How important are cosmetics according to you?"", ""Well, frankly, cosmetics are really important to women although I agree that the true beauty does come from inside."", ""Is it important to have a good-looking appearance?"", ""Sure. You will be given more opportunities if you\u2019re good-looking."", ""Are\u00a0cosmetics harmful?"", ""Yes, I guess. Some toxic chemicals in cosmetics may cause skin cancer."", ""Do think beauty products are a waste of money?"", ""Not really as for me, I just spend my saving money on cosmetics.""]",Cosmetic,https://basicenglishspeaking.com/cosmetic/
